match_id,venue_id,venue_name,event_date,attendance
M01265,VEN122,Krakow Premier Grounds 122,2022-10-05,15061
M01266,VEN122,Krakow Premier Grounds 122,2022-03-07,18705
M01267,VEN122,Krakow Premier Grounds 122,2021-11-11,20073
M01268,VEN122,Krakow Premier Grounds 122,2021-06-15,24746
M01269,VEN123,Oslo Harbor Arena 123,2023-05-04,60902
M01270,VEN123,Oslo Harbor Arena 123,2022-08-25,59377
M01271,VEN123,Oslo Harbor Arena 123,2022-06-05,37898
M01272,VEN123,Oslo Harbor Arena 123,2023-09-17,33989
M01273,VEN123,Oslo Harbor Arena 123,2023-05-16,43050
M01274,VEN123,Oslo Harbor Arena 123,2023-11-05,58699
M01275,VEN123,Oslo Harbor Arena 123,2023-08-11,56027
M01276,VEN123,Oslo Harbor Arena 123,2023-08-02,52967
M01277,VEN123,Oslo Harbor Arena 123,2023-02-10,37733
M01278,VEN123,Oslo Harbor Arena 123,2023-04-15,34557
M01279,VEN123,Oslo Harbor Arena 123,2022-01-20,43774
M01280,VEN123,Oslo Harbor Arena 123,2023-09-08,51642
M01281,VEN123,Oslo Harbor Arena 123,2022-04-01,55520
M01282,VEN123,Oslo Harbor Arena 123,2022-11-22,36186
M01283,VEN124,Stockholm Harbor Arena 124,2022-04-16,9279
M01284,VEN124,Stockholm Harbor Arena 124,2023-09-02,6500
M01285,VEN124,Stockholm Harbor Arena 124,2022-07-05,8994
M01286,VEN124,Stockholm Harbor Arena 124,2022-06-13,8181
M01287,VEN124,Stockholm Harbor Arena 124,2022-06-12,6733
M01288,VEN124,Stockholm Harbor Arena 124,2022-09-03,6460
M01289,VEN124,Stockholm Harbor Arena 124,2022-12-14,6070
M01290,VEN125,Athens Unity Sports Center 125,2023-07-24,9614
M01291,VEN125,Athens Unity Sports Center 125,2021-10-20,13482
M01292,VEN125,Athens Unity Sports Center 125,2021-05-16,8325
M01293,VEN125,Athens Unity Sports Center 125,2023-06-03,14068
M01294,VEN125,Athens Unity Sports Center 125,2023-07-03,13716
M01295,VEN125,Athens Unity Sports Center 125,2023-05-14,7820
M01296,VEN125,Athens Unity Sports Center 125,2022-12-19,8891
M01297,VEN125,Athens Unity Sports Center 125,2021-04-06,12584
M01298,VEN125,Athens Unity Sports Center 125,2022-09-16,13074
M01299,VEN125,Athens Unity Sports Center 125,2022-10-10,8046
M01300,VEN125,Athens Unity Sports Center 125,2023-08-08,10922
M01301,VEN125,Athens Unity Sports Center 125,2021-03-09,7948
M01302,VEN125,Athens Unity Sports Center 125,2023-11-16,9688
M01303,VEN126,Milan Phoenix Arena 126,2022-07-06,31219
M01304,VEN126,Milan Phoenix Arena 126,2023-11-08,28524
M01305,VEN126,Milan Phoenix Arena 126,2022-08-03,20812
M01306,VEN126,Milan Phoenix Arena 126,2022-10-16,30305
M01307,VEN126,Milan Phoenix Arena 126,2022-11-22,29750
M01308,VEN126,Milan Phoenix Arena 126,2023-02-12,28260
M01309,VEN126,Milan Phoenix Arena 126,2023-01-28,28867
M01310,VEN127,Krakow Heritage Stadium 127,2021-03-11,8019
M01311,VEN127,Krakow Heritage Stadium 127,2023-03-12,9746
M01312,VEN127,Krakow Heritage Stadium 127,2022-06-14,8022
M01313,VEN127,Krakow Heritage Stadium 127,2022-01-10,10760
M01314,VEN127,Krakow Heritage Stadium 127,2023-02-17,8765
M01315,VEN127,Krakow Heritage Stadium 127,2023-03-25,8199
M01316,VEN127,Krakow Heritage Stadium 127,2021-09-11,7624
M01317,VEN127,Krakow Heritage Stadium 127,2023-05-09,12128
M01318,VEN127,Krakow Heritage Stadium 127,2023-06-04,11045
M01319,VEN127,Krakow Heritage Stadium 127,2022-03-01,10171
M01320,VEN128,Brussels Civic Arena 128,2022-08-14,11612
M01321,VEN128,Brussels Civic Arena 128,2021-02-07,10425
M01322,VEN128,Brussels Civic Arena 128,2021-04-26,9186
M01323,VEN128,Brussels Civic Arena 128,2023-12-27,14140
M01324,VEN128,Brussels Civic Arena 128,2023-12-18,14510
M01325,VEN128,Brussels Civic Arena 128,2021-07-15,12840
M01326,VEN128,Brussels Civic Arena 128,2021-03-01,14266
M01327,VEN128,Brussels Civic Arena 128,2022-12-12,11354
M01328,VEN129,Paris Central Arena 129,2023-09-25,20057
M01329,VEN129,Paris Central Arena 129,2021-12-10,21563
M01330,VEN129,Paris Central Arena 129,2021-04-05,12304
M01331,VEN129,Paris Central Arena 129,2021-12-08,20448
M01332,VEN129,Paris Central Arena 129,2021-03-03,15045
M01333,VEN129,Paris Central Arena 129,2021-02-01,16199
M01334,VEN129,Paris Central Arena 129,2022-01-07,19640
M01335,VEN129,Paris Central Arena 129,2023-09-19,13081
M01336,VEN130,Rotterdam National Arena 130,2022-01-03,36271
M01337,VEN130,Rotterdam National Arena 130,2021-02-26,32681
M01338,VEN130,Rotterdam National Arena 130,2023-04-19,28866
M01339,VEN130,Rotterdam National Arena 130,2021-11-12,45538
M01340,VEN130,Rotterdam National Arena 130,2021-12-09,26839
M01341,VEN130,Rotterdam National Arena 130,2022-06-06,46559
M01342,VEN131,Lisbon Civic Arena 131,2023-04-17,8668
M01343,VEN131,Lisbon Civic Arena 131,2021-10-25,7757
M01344,VEN131,Lisbon Civic Arena 131,2021-12-07,5349
M01345,VEN131,Lisbon Civic Arena 131,2021-09-01,9462
M01346,VEN131,Lisbon Civic Arena 131,2021-04-17,9502
M01347,VEN131,Lisbon Civic Arena 131,2022-06-23,8973
M01348,VEN131,Lisbon Civic Arena 131,2022-11-04,7839
M01349,VEN131,Lisbon Civic Arena 131,2022-07-14,6071
M01350,VEN131,Lisbon Civic Arena 131,2021-07-04,6216
M01351,VEN131,Lisbon Civic Arena 131,2022-02-15,8584
M01352,VEN131,Lisbon Civic Arena 131,2021-08-25,5766
M01353,VEN131,Lisbon Civic Arena 131,2022-09-24,6852
M01354,VEN131,Lisbon Civic Arena 131,2022-08-04,5465
M01355,VEN131,Lisbon Civic Arena 131,2022-10-24,6954
M01356,VEN132,Stockholm Heritage Stadium 132,2022-04-18,28547
M01357,VEN132,Stockholm Heritage Stadium 132,2022-04-28,24364
M01358,VEN132,Stockholm Heritage Stadium 132,2022-11-12,19315
M01359,VEN132,Stockholm Heritage Stadium 132,2023-08-22,20955
M01360,VEN132,Stockholm Heritage Stadium 132,2022-09-22,19847
M01361,VEN132,Stockholm Heritage Stadium 132,2021-03-13,28390
M01362,VEN132,Stockholm Heritage Stadium 132,2023-02-24,24265
M01363,VEN132,Stockholm Heritage Stadium 132,2021-02-12,32109
M01364,VEN132,Stockholm Heritage Stadium 132,2022-04-20,32856
M01365,VEN132,Stockholm Heritage Stadium 132,2022-02-08,30894
M01366,VEN133,Copenhagen Premier Grounds 133,2022-12-25,48860
M01367,VEN133,Copenhagen Premier Grounds 133,2022-11-13,45265
M01368,VEN133,Copenhagen Premier Grounds 133,2023-10-13,39599
M01369,VEN133,Copenhagen Premier Grounds 133,2023-05-05,55441
M01370,VEN133,Copenhagen Premier Grounds 133,2021-02-09,49934
M01371,VEN133,Copenhagen Premier Grounds 133,2021-11-05,42942
M01372,VEN133,Copenhagen Premier Grounds 133,2023-01-27,31411
M01373,VEN133,Copenhagen Premier Grounds 133,2023-01-06,32377
M01374,VEN133,Copenhagen Premier Grounds 133,2023-06-05,40265
M01375,VEN133,Copenhagen Premier Grounds 133,2023-02-25,38261
M01376,VEN133,Copenhagen Premier Grounds 133,2023-08-26,32585
M01377,VEN133,Copenhagen Premier Grounds 133,2022-11-16,42357
M01378,VEN134,Zurich Phoenix Arena 134,2023-06-26,20740
M01379,VEN134,Zurich Phoenix Arena 134,2023-01-25,25002
M01380,VEN134,Zurich Phoenix Arena 134,2022-02-13,15057
M01381,VEN134,Zurich Phoenix Arena 134,2022-08-15,20084
M01382,VEN134,Zurich Phoenix Arena 134,2021-09-22,15110
M01383,VEN134,Zurich Phoenix Arena 134,2022-12-06,25010
M01384,VEN134,Zurich Phoenix Arena 134,2021-05-23,20580
M01385,VEN134,Zurich Phoenix Arena 134,2021-10-22,19351
M01386,VEN134,Zurich Phoenix Arena 134,2023-11-18,20569
M01387,VEN134,Zurich Phoenix Arena 134,2022-09-28,21550
M01388,VEN134,Zurich Phoenix Arena 134,2021-07-09,16555
M01389,VEN134,Zurich Phoenix Arena 134,2022-10-22,20619
M01390,VEN134,Zurich Phoenix Arena 134,2022-06-02,18914
M01391,VEN135,Dublin Capital Sports Center 135,2021-06-12,19612
M01392,VEN135,Dublin Capital Sports Center 135,2023-01-25,21983
M01393,VEN135,Dublin Capital Sports Center 135,2022-07-04,22868
M01394,VEN135,Dublin Capital Sports Center 135,2022-07-12,17856
M01395,VEN135,Dublin Capital Sports Center 135,2021-04-08,13834
M01396,VEN135,Dublin Capital Sports Center 135,2023-02-23,20236
M01397,VEN136,Lisbon Phoenix Arena 136,2021-06-06,35926
M01398,VEN136,Lisbon Phoenix Arena 136,2022-01-15,21336
M01399,VEN136,Lisbon Phoenix Arena 136,2022-10-17,32298
M01400,VEN136,Lisbon Phoenix Arena 136,2022-01-23,36484
M01401,VEN136,Lisbon Phoenix Arena 136,2021-06-13,29067
M01402,VEN136,Lisbon Phoenix Arena 136,2022-10-04,30796
M01403,VEN136,Lisbon Phoenix Arena 136,2021-12-22,34885
M01404,VEN137,Rotterdam Unity Sports Center 137,2023-11-11,18744
M01405,VEN137,Rotterdam Unity Sports Center 137,2022-06-14,16707
M01406,VEN137,Rotterdam Unity Sports Center 137,2023-02-27,17130
M01407,VEN137,Rotterdam Unity Sports Center 137,2021-05-09,24932
M01408,VEN137,Rotterdam Unity Sports Center 137,2023-07-26,15274
M01409,VEN137,Rotterdam Unity Sports Center 137,2023-02-23,17420
M01410,VEN137,Rotterdam Unity Sports Center 137,2021-10-11,24858
M01411,VEN137,Rotterdam Unity Sports Center 137,2023-09-16,17991
M01412,VEN137,Rotterdam Unity Sports Center 137,2022-02-21,19841
M01413,VEN138,Amsterdam Championship Grounds 138,2022-07-22,53693
M01414,VEN138,Amsterdam Championship Grounds 138,2021-07-13,54791
M01415,VEN138,Amsterdam Championship Grounds 138,2023-08-22,45815
M01416,VEN138,Amsterdam Championship Grounds 138,2021-01-21,61740
M01417,VEN138,Amsterdam Championship Grounds 138,2021-10-16,59871
M01418,VEN138,Amsterdam Championship Grounds 138,2023-08-09,44624
M01419,VEN138,Amsterdam Championship Grounds 138,2023-10-28,67142
M01420,VEN138,Amsterdam Championship Grounds 138,2022-10-24,61917
M01421,VEN138,Amsterdam Championship Grounds 138,2023-04-12,57490
M01422,VEN138,Amsterdam Championship Grounds 138,2021-03-24,52382
M01423,VEN139,London Phoenix Arena 139,2022-06-28,14318
M01424,VEN139,London Phoenix Arena 139,2021-11-07,14222
M01425,VEN139,London Phoenix Arena 139,2022-05-21,14331
M01426,VEN139,London Phoenix Arena 139,2023-10-08,9582
M01427,VEN139,London Phoenix Arena 139,2021-03-07,11281
M01428,VEN139,London Phoenix Arena 139,2022-08-16,8661
M01429,VEN139,London Phoenix Arena 139,2022-07-21,12348
M01430,VEN139,London Phoenix Arena 139,2021-03-09,14745
M01431,VEN139,London Phoenix Arena 139,2022-05-22,9414
M01432,VEN139,London Phoenix Arena 139,2023-01-24,12285
M01433,VEN140,Amsterdam Grand Stadium 140,2021-02-11,26233
M01434,VEN140,Amsterdam Grand Stadium 140,2021-07-12,23869
M01435,VEN140,Amsterdam Grand Stadium 140,2021-07-27,24786
M01436,VEN140,Amsterdam Grand Stadium 140,2021-04-04,25474
M01437,VEN140,Amsterdam Grand Stadium 140,2023-02-17,23468
M01438,VEN140,Amsterdam Grand Stadium 140,2023-09-09,24689
M01439,VEN140,Amsterdam Grand Stadium 140,2021-04-20,22493
M01440,VEN140,Amsterdam Grand Stadium 140,2022-06-27,17596
M01441,VEN140,Amsterdam Grand Stadium 140,2022-12-24,23643
M01442,VEN140,Amsterdam Grand Stadium 140,2022-04-05,19084
M01443,VEN140,Amsterdam Grand Stadium 140,2021-05-15,17394
M01444,VEN140,Amsterdam Grand Stadium 140,2023-01-16,21340
M01445,VEN140,Amsterdam Grand Stadium 140,2023-02-11,22978
M01446,VEN141,Athens Olympic Center 141,2023-04-09,25139
M01447,VEN141,Athens Olympic Center 141,2021-06-16,32098
M01448,VEN141,Athens Olympic Center 141,2022-01-21,29597
M01449,VEN141,Athens Olympic Center 141,2023-01-27,33433
M01450,VEN141,Athens Olympic Center 141,2021-12-26,29960
M01451,VEN141,Athens Olympic Center 141,2022-09-13,28924
M01452,VEN141,Athens Olympic Center 141,2023-06-26,23390
M01453,VEN141,Athens Olympic Center 141,2023-04-28,29132
M01454,VEN141,Athens Olympic Center 141,2021-07-09,25423
M01455,VEN141,Athens Olympic Center 141,2021-05-07,23262
M01456,VEN141,Athens Olympic Center 141,2021-08-21,31792
M01457,VEN141,Athens Olympic Center 141,2023-07-26,23511
M01458,VEN141,Athens Olympic Center 141,2021-08-16,19184
M01459,VEN141,Athens Olympic Center 141,2022-12-14,29922
M01460,VEN142,Gothenburg Grand Stadium 142,2023-05-17,22016
M01461,VEN142,Gothenburg Grand Stadium 142,2022-10-24,13861
M01462,VEN142,Gothenburg Grand Stadium 142,2023-06-15,21897
M01463,VEN142,Gothenburg Grand Stadium 142,2021-11-21,20626
M01464,VEN142,Gothenburg Grand Stadium 142,2022-11-05,15124
M01465,VEN142,Gothenburg Grand Stadium 142,2021-11-10,13180
M01466,VEN142,Gothenburg Grand Stadium 142,2021-02-06,16522
M01467,VEN143,Krakow Civic Arena 143,2023-03-28,4191
M01468,VEN143,Krakow Civic Arena 143,2022-06-15,4378
M01469,VEN143,Krakow Civic Arena 143,2023-03-09,4099
M01470,VEN143,Krakow Civic Arena 143,2023-06-26,3364
M01471,VEN143,Krakow Civic Arena 143,2021-07-12,3625
M01472,VEN143,Krakow Civic Arena 143,2022-10-08,3384
M01473,VEN143,Krakow Civic Arena 143,2021-09-21,2996
M01474,VEN143,Krakow Civic Arena 143,2021-02-15,4421
M01475,VEN143,Krakow Civic Arena 143,2023-03-02,3424
M01476,VEN144,London Olympic Center 144,2023-05-05,22556
M01477,VEN144,London Olympic Center 144,2022-03-19,16073
M01478,VEN144,London Olympic Center 144,2023-09-14,16419
M01479,VEN144,London Olympic Center 144,2022-11-16,24460
M01480,VEN144,London Olympic Center 144,2023-04-07,16434
M01481,VEN144,London Olympic Center 144,2022-05-24,26577
M01482,VEN144,London Olympic Center 144,2021-07-28,21038
M01483,VEN144,London Olympic Center 144,2021-05-24,17513
M01484,VEN144,London Olympic Center 144,2022-03-14,23282
M01485,VEN144,London Olympic Center 144,2021-05-09,24695
M01486,VEN144,London Olympic Center 144,2022-04-12,17867
M01487,VEN144,London Olympic Center 144,2023-08-03,22126
M01488,VEN145,Turin National Arena 145,2022-12-13,39179
M01489,VEN145,Turin National Arena 145,2023-07-23,44229
M01490,VEN145,Turin National Arena 145,2023-05-03,38123
M01491,VEN145,Turin National Arena 145,2021-01-11,30524
M01492,VEN145,Turin National Arena 145,2022-06-20,49887
M01493,VEN145,Turin National Arena 145,2023-12-24,50079
M01494,VEN146,Warsaw Unity Sports Center 146,2023-10-13,26432
M01495,VEN146,Warsaw Unity Sports Center 146,2022-11-12,32830
M01496,VEN146,Warsaw Unity Sports Center 146,2023-01-19,29164
M01497,VEN146,Warsaw Unity Sports Center 146,2021-09-16,30179
M01498,VEN146,Warsaw Unity Sports Center 146,2022-03-03,46348
M01499,VEN146,Warsaw Unity Sports Center 146,2023-07-05,33149
M01500,VEN147,Brussels Phoenix Arena 147,2021-03-16,22365
M01501,VEN147,Brussels Phoenix Arena 147,2022-12-12,34972
M01502,VEN147,Brussels Phoenix Arena 147,2022-05-20,35883
M01503,VEN147,Brussels Phoenix Arena 147,2022-09-11,34269
M01504,VEN147,Brussels Phoenix Arena 147,2021-06-24,27692
M01505,VEN147,Brussels Phoenix Arena 147,2021-09-28,37025
M01506,VEN147,Brussels Phoenix Arena 147,2023-08-02,35827
M01507,VEN147,Brussels Phoenix Arena 147,2021-04-06,23569
M01508,VEN147,Brussels Phoenix Arena 147,2022-03-23,21012
M01509,VEN147,Brussels Phoenix Arena 147,2021-08-02,28215
M01510,VEN148,Hamburg National Arena 148,2023-09-16,11029
M01511,VEN148,Hamburg National Arena 148,2021-12-28,11736
M01512,VEN148,Hamburg National Arena 148,2022-02-07,9573
M01513,VEN148,Hamburg National Arena 148,2021-03-24,14604
M01514,VEN148,Hamburg National Arena 148,2022-10-22,12092
M01515,VEN148,Hamburg National Arena 148,2023-01-17,12630
M01516,VEN148,Hamburg National Arena 148,2021-07-03,13896
M01517,VEN148,Hamburg National Arena 148,2022-11-04,10258
M01518,VEN148,Hamburg National Arena 148,2021-05-22,14738
M01519,VEN148,Hamburg National Arena 148,2021-07-12,15394
M01520,VEN148,Hamburg National Arena 148,2021-06-05,12663
M01521,VEN148,Hamburg National Arena 148,2022-12-22,8740
M01522,VEN148,Hamburg National Arena 148,2023-05-20,11891
M01523,VEN149,Madrid Civic Arena 149,2021-11-20,26554
M01524,VEN149,Madrid Civic Arena 149,2022-12-24,37189
M01525,VEN149,Madrid Civic Arena 149,2023-03-07,36436
M01526,VEN149,Madrid Civic Arena 149,2023-05-11,35690
M01527,VEN149,Madrid Civic Arena 149,2023-02-18,34575
M01528,VEN149,Madrid Civic Arena 149,2022-02-13,37206
M01529,VEN150,Madrid Apex Stadium 150,2022-02-01,13399
M01530,VEN150,Madrid Apex Stadium 150,2021-07-25,19852
M01531,VEN150,Madrid Apex Stadium 150,2023-11-05,15547
M01532,VEN150,Madrid Apex Stadium 150,2022-07-24,12850
M01533,VEN150,Madrid Apex Stadium 150,2022-11-20,19412
M01534,VEN150,Madrid Apex Stadium 150,2023-02-27,12952
M01535,VEN150,Madrid Apex Stadium 150,2021-08-15,15212
M01536,VEN150,Madrid Apex Stadium 150,2022-05-19,20169
M01537,VEN150,Madrid Apex Stadium 150,2021-07-26,17441
M01538,VEN150,Madrid Apex Stadium 150,2021-07-21,15220
